COU,country,MAT,material,STREAMs,stream,YEA,year,value,Flag Codes,Flags
CZE,Czech Republic,OTHER,Other non-ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2021,2021,174.752,,
CZE,Czech Republic,OTHER,Other non-ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,0.029,,
CZE,Czech Republic,OTHER,Other non-ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,0.016,,
CZE,Czech Republic,OTHER,Other non-ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,0.003,,
CZE,Czech Republic,OTHER,Other non-ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,0,,
CZE,Czech Republic,OTHER,Other non-ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,0,,
CZE,Czech Republic,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2010,2010,1662.203,,
CZE,Czech Republic,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2012,2012,1810.327,,
CZE,Czech Republic,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2014,2014,1609.334,,
CZE,Czech Republic,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2016,2016,1593.475,,
CZE,Czech Republic,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2018,2018,1672.921,,
CZE,Czech Republic,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2020,2020,1424.872,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2004,2004,548.061,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2005,2005,382.876,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2006,2006,557.412,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2007,2007,523.664,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2008,2008,505.546,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2009,2009,379.359,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2010,2010,403.367,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2011,2011,474.834,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2012,2012,477.439,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2013,2013,553.987,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2014,2014,597.6,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2015,2015,497.616,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2016,2016,476.828,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2017,2017,460.77,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2018,2018,467.571,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2019,2019,443.435,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2020,2020,441.675,,
CZE,Czech Republic,FERROUS,Ferrous metals,IMP_RECYCLE,Imports of waste for recycling,2021,2021,509.862,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2004,2004,1441.791,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2005,2005,1729.943,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2006,2006,1485.098,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2007,2007,1678.058,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2008,2008,1819.636,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2009,2009,1443.055,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2010,2010,1810.631,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2011,2011,2048.157,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2012,2012,2032.742,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2013,2013,1901.811,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2014,2014,2061.386,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2015,2015,1767.441,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2016,2016,1810.533,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2017,2017,2254.257,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2018,2018,2286.821,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2019,2019,2263.589,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2020,2020,2188.725,,
CZE,Czech Republic,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2021,2021,2389.41,,
CZE,Czech Republic,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,0.001,,
CZE,Czech Republic,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,0.018,,
CZE,Czech Republic,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,0,,
CZE,Czech Republic,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,0.104,,
CZE,Czech Republic,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,0,,
CZE,Czech Republic,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2010,2010,78.375,,
CZE,Czech Republic,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2012,2012,118.669,,
CZE,Czech Republic,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2014,2014,136.857,,
CZE,Czech Republic,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2016,2016,186.48,,
CZE,Czech Republic,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2018,2018,447.797,,
CZE,Czech Republic,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2020,2020,306.343,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2004,2004,10.895,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2005,2005,18.593,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2006,2006,28.098,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2007,2007,40.882,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2008,2008,52.124,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2009,2009,48.105,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2010,2010,63.388,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2011,2011,77.9,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2012,2012,96.952,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2013,2013,100.128,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2014,2014,106.278,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2015,2015,110.618,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2016,2016,108.642,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2017,2017,128.838,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2018,2018,179.07,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2019,2019,201.989,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2020,2020,210.515,,
CZE,Czech Republic,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2021,2021,219.307,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2004,2004,17.045,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2005,2005,21.995,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2006,2006,21.349,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2007,2007,29.592,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2008,2008,45.25,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2009,2009,74.285,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2010,2010,85.405,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2011,2011,93.489,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2012,2012,103.875,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2013,2013,110.56,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2014,2014,103.478,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2015,2015,102.252,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2016,2016,101.498,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2017,2017,101.554,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2018,2018,91.79,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2019,2019,88.63,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2020,2020,77.811,,
CZE,Czech Republic,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2021,2021,68.782,,
CZE,Czech Republic,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,44.676,,
CZE,Czech Republic,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,28.248,,
CZE,Czech Republic,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,45.094,,
CZE,Czech Republic,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,59.665,,
CZE,Czech Republic,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,93.434,,
CZE,Czech Republic,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,97.402,,
CZE,Czech Republic,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2010,2010,26.808,,
CZE,Czech Republic,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2012,2012,14.138,,
CZE,Czech Republic,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2014,2014,2.486,,
CZE,Czech Republic,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2016,2016,4.86,,
CZE,Czech Republic,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2018,2018,7.898,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2004,2004,596.602,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2005,2005,438.697,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2006,2006,635.687,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2007,2007,637.44,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2008,2008,597.414,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2009,2009,508.702,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2010,2010,526.315,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2011,2011,631.285,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2012,2012,661.454,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2013,2013,714.284,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2014,2014,741.378,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2015,2015,645.2,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2016,2016,670.631,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2017,2017,659.928,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2018,2018,669.861,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2019,2019,650.415,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2020,2020,642.048,,
CZE,Czech Republic,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2021,2021,705.501,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2004,2004,1534.353,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2005,2005,1834.305,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2006,2006,1612.683,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2007,2007,1813.691,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2008,2008,1955.331,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2009,2009,1611.557,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2010,2010,2022.116,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2011,2011,2240.396,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2012,2012,2214.78,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2013,2013,2044.302,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2014,2014,2216.35,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2015,2015,1918.044,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2016,2016,1954.522,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2017,2017,2407.903,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2018,2018,2441.74,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2019,2019,2410.636,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2020,2020,2332.001,,
CZE,Czech Republic,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2021,2021,2564.162,,
CZE,Czech Republic,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,0,,
CZE,Czech Republic,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,0,,
CZE,Czech Republic,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,0,,
CZE,Czech Republic,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,0,,
CZE,Czech Republic,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,0,,
CZE,Czech Republic,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,0,,
CZE,Czech Republic,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2010,2010,1651.728,,
CZE,Czech Republic,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2012,2012,2109.721,,
CZE,Czech Republic,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2014,2014,2076.711,,
CZE,Czech Republic,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2016,2016,3372.75,,
CZE,Czech Republic,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2018,2018,5369.517,,
CZE,Czech Republic,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2020,2020,4886.661,,
CZE,Czech Republic,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,1.535,,
CZE,Czech Republic,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,0.281,,
CZE,Czech Republic,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,0.329,,
CZE,Czech Republic,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,1.42,,
CZE,Czech Republic,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,0.709,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2004,2004,28.206,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2005,2005,22.637,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2006,2006,16.752,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2007,2007,20.123,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2008,2008,18.977,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2009,2009,27.141,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2010,2010,32.502,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2011,2011,22.703,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2012,2012,29.904,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2013,2013,46.49,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2014,2014,54.934,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2015,2015,89.259,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2016,2016,87.185,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2017,2017,84.719,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2018,2018,86.008,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2019,2019,78.992,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2020,2020,57.152,,
CZE,Czech Republic,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2021,2021,55.784,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2004,2004,43.605,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2005,2005,47.102,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2006,2006,28.312,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2007,2007,23.402,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2008,2008,25.094,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2009,2009,33.946,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2010,2010,52.032,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2011,2011,24.864,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2012,2012,29.101,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2013,2013,22.807,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2014,2014,24.533,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2015,2015,23.576,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2016,2016,34.488,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2017,2017,26.345,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2018,2018,17.96,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2019,2019,35.785,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2020,2020,38.673,,
CZE,Czech Republic,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2021,2021,69.958,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2010,2010,391.266,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2012,2012,356.786,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2014,2014,222.97,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2016,2016,248.036,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2018,2018,232.003,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2020,2020,265.969,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2004,2004,29.171,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2006,2006,55.784,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2008,2008,61.643,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,41.901,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,38.262,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,51.433,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,30.401,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,33.16,,
CZE,Czech Republic,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,60.547,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2003,2003,720.158,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2004,2004,775.981,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2005,2005,847.445,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2006,2006,898.668,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2007,2007,962.682,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2008,2008,967.626,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2009,2009,894.353,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2010,2010,922.726,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2011,2011,945.316,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2012,2012,962.346,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2013,2013,1005.749,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2014,2014,1019.805,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2015,2015,1087.761,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2016,2016,1149.843,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2017,2017,1218.648,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2018,2018,1296.883,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2019,2019,1334.427,,
CZE,Czech Republic,PACK,Total packaging,GEN,Waste generated,2020,2020,1328.731,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2003,2003,370.187,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2004,2004,432.403,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2005,2005,499.872,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2006,2006,570.062,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2007,2007,633.927,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2008,2008,649.317,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2009,2009,615.614,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2010,2010,646.015,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2011,2011,659.175,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2012,2012,672.538,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2013,2013,703.357,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2014,2014,744.281,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2015,2015,807.789,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2016,2016,866.013,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2017,2017,880.893,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2018,2018,902.871,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2019,2019,950.745,,
CZE,Czech Republic,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2020,2020,902.37,,
CZE,Czech Republic,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2003,2003,286.636,,
CZE,Czech Republic,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2004,2004,311.325,,
CZE,Czech Republic,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2005,2005,306.346,,
